NID,Time,EventName,DisasterType,DisasterSubType,Coordinate,Lon,Lat,C_Name,T_Name,Address,situation,DeathNo,MissingNo,InjuredNo,TrappedNo,ShelterNo,CaseStatus,GeometryType,SourceType,CaseInformer,nTWD97_X,nTWD97_Y,WriteDateTime
168334,2016-9-27 23:42,梅姬颱風,基礎設施災情,瓦斯管線毀損,"121.5406,25.00043",121.5406,25.00043,臺北市,文山區  ,台北市文山區景明街80號3樓,0956882028.110謝.台瓦-張,0,0,0,0,0,已處理,點,自建系統,,304568.5,2765933.99,42642.55556
159047,2016-9-27 23:40,梅姬颱風,基礎設施災情,自來水停水,"120.541447,22.892778",120.541447,22.892778,高雄市,美濃區  ,高雄市美濃區中正路二段,停水,0,0,0,0,0,處理中,點,災情查報WEB,,202955.29,2532483.43,42641.47778
168382,2016-9-27 23:32,梅姬颱風,基礎設施災情,瓦斯管線毀損,"121.5413,24.99083",121.5413,24.99083,臺北市,文山區  ,台北市文山區景文街101號,110卜.瓦斯-張,0,0,0,0,0,已處理,點,自建系統,,304643.4,2764870.93,42642.55903
159196,2016-9-27 23:20,梅姬颱風,基礎設施災情,自來水停水,"121.46553,25.08223",121.46553,25.08223,新北市,蘆洲區  ,蘆洲區光華路115巷,蘆洲區光華路115巷停水，請相關單位妥處。  ,0,0,0,0,0,已處理,點,自建系統,,296959.61,2774966.43,42641.47986
168439,2016-9-27 23:16,梅姬颱風,基礎設施災情,瓦斯管線毀損,"121.5134,25.06212",121.5134,25.06212,臺北市,大同區  ,重慶北路二段184號,路樹倒塌壓到瓦斯管線,0,0,0,0,0,已處理,點,自建系統,,301796.96,2772756.42,42642.56389
159388,2016-9-27 22:54,梅姬颱風,基礎設施災情,自來水停水,"120.639621,24.142658",120.639621,24.142658,臺中市,南屯區  ,臺中市南屯區大墩四街567號,停水，建請派員修復,0,0,0,0,0,處理中,點,災情查報WEB,,213374.83,2670869.35,42641.48264
160276,2016-9-27 21:31,梅姬颱風,基礎設施災情,自來水停水,"120.325856,22.640378",120.325856,22.640378,高雄市,三民區  ,高雄市三民區寶安里禮明路92號,停水,0,0,0,0,0,處理中,點,災情查報WEB,,180709.11,2504618.95,42641.49653
160451,2016-9-27 21:19,梅姬颱風,基礎設施災情,自來水停水,"120.288812,22.651174",120.288812,22.651174,高雄市,鼓山區  ,高雄市鼓山區青海路123號,鼓山區青海路123號停水,0,0,0,0,0,處理中,點,災情查報WEB,,176907.18,2505832.15,42641.49931
160546,2016-9-27 21:12,梅姬颱風,基礎設施災情,電信停話,"120.49443789354773,22.678310937277463",120.494438,22.678311,屏東縣,屏東市  ,屏東縣屏東市勝利路22號,2016/09/27 21:12:54 - 電話線橫跨路中影響交通請通知相關單位處理,0,0,0,0,0,已處理,點,119消防署派遣系統,,198051.21,2508750.63,42641.50139
160734,2016-9-27 20:59,梅姬颱風,基礎設施災情,電信停話,"120.740387,24.181287",120.740387,24.181287,臺中市,北屯區  ,臺中市北屯區大坑里,大坑里中華電信市話及MOD斷訊，請查修。(聯絡人:大坑里長曾朝煌0932512400),0,0,0,0,0,處理中,點,災情查報WEB,,223623.63,2675124.86,42641.50417
161030,2016-9-27 20:41,梅姬颱風,基礎設施災情,自來水停水,"120.68108,24.147853",120.68108,24.147853,臺中市,北區   ,臺中市北區大誠街107之1號,民眾表示該址大樓應該都無水可用，不確定附近是否也停水,0,0,0,0,0,處理中,點,災情查報WEB,,217589.64,2671434.48,42641.50972
161214,2016-9-27 20:30,梅姬颱風,基礎設施災情,自來水停水,"120.357159,23.335284",120.357159,23.335284,臺南市,後壁區  ,臺南市後壁區頂安里,頂安里全區停水,0,0,0,0,0,已處理,點,災情查報WEB,,184263.83,2581556.97,42641.51319
161278,2016-9-27 20:26,梅姬颱風,基礎設施災情,自來水停水,"121.561942150186,23.9547446917561",121.561942,23.954745,花蓮縣,吉安鄉  ,花蓮縣吉安鄉,五十甲加壓站停電.影響監獄與博愛新村計80戶,0,0,0,0,0,已處理,點,災情查報WEB,,307193.49,2650125.12,42641.51458
161371,2016-9-27 20:21,梅姬颱風,基礎設施災情,自來水停水,"121.5146,25.0896",121.5146,25.0896,桃園市,     ,桃園區復興路398號,案件編號:00423198主旨:停水問題-桃園區內文： (1999無email)民眾反映桃園區復興路398號，有停水問題，煩請相關單位協處。,0,0,0,0,0,已處理,點,縣市1999,,301906.44,2775800.73,42641.51597
161404,2016-9-27 20:19,梅姬颱風,基礎設施災情,自來水停水,"121.322507,25.008437",121.322507,25.008437,桃園市,桃園區  ,桃園市桃園區三元街253、278巷,停水,0,0,0,0,0,已處理,點,災情查報WEB,,282551.74,2766750.79,42641.51667
161428,2016-9-27 20:17,梅姬颱風,基礎設施災情,電信停話,"120.549769,22.469696",120.549769,22.469696,屏東縣,新埤鄉  ,屏東縣新埤鄉新埤村代表會前,屏東縣新埤鄉新埤村代表會前電話線掉落經查尚未處理完成,0,0,0,0,0,已處理,點,災情查報WEB,,203667.13,2485632.54,42641.51736
161452,2016-9-27 20:16,梅姬颱風,基礎設施災情,自來水停水,"121.319621,25.013556",121.319621,25.013556,桃園市,桃園區  ,桃園市桃園區寶山街、民有13街,寶山街210巷、寶山街173號(椰林書香社區)、民有13街1~20號停水,0,0,0,0,0,已處理,點,災情查報WEB,,282259.11,2767317.1,42641.51806
161473,2016-9-27 20:14,梅姬颱風,基礎設施災情,電信停話,"120.371503,22.956563",120.371503,22.956563,臺南市,龍崎區  ,臺南市龍崎區中坑里清水宮,龍崎區中坑里清水宮電話故障,0,0,0,0,0,處理中,點,災情查報WEB,,185549.83,2539611.11,42641.51806
161612,2016-9-27 20:04,梅姬颱風,基礎設施災情,自來水停水,"120.612241,23.727463",120.612241,23.727463,雲林縣,林內鄉  ,雲林縣林內鄉湖本村,湖本村全村自來水停水中，請自來水公司協助處理。,0,0,0,0,0,待處理,點,災情查報WEB,,210465.94,2624894.8,42641.52083
147156,2016-9-27 19:39,梅姬颱風,基礎設施災情,電信停話,"120.475394,22.877906",120.475394,22.877906,高雄市,旗山區  ,高雄市旗山區三協里旗南一路186至224號,停電且停水,0,0,0,0,0,待處理,點,災情查報WEB,,196172.67,2530859.21,42640.83542
147667,2016-9-27 19:05,梅姬颱風,基礎設施災情,自來水停水,"121.321603,24.990005",121.321603,24.990005,桃園市,桃園區  ,桃園市桃園區中寧里,全里停水,0,0,0,0,0,待處理,點,災情查報WEB,,282465.34,2764708.99,42640.83681
147771,2016-9-27 18:58,梅姬颱風,基礎設施災情,電信停話,"121.775489659526,24.6850120855591",121.77549,24.685012,宜蘭縣,羅東鎮  ,宜蘭縣羅東鎮,竹林里復興路二段電話線路中斷 請進數派員修復,0,0,0,0,0,待處理,點,災情查報WEB,,328477.88,2731111.49,42640.83681
161899,2016-9-27 18:52,梅姬颱風,基礎設施災情,電信停話,"120.166961,22.999985",120.166961,22.999985,臺南市,安平區  ,臺南市安平區安北路42號至1OO巷,停電(已通知台電),0,0,0,0,0,待處理,點,災情查報WEB,,164601.16,2544524.05,42641.54444
147899,2016-9-27 18:47,梅姬颱風,基礎設施災情,自來水停水,"120.479332,22.883527",120.479332,22.883527,高雄市,旗山區  ,高雄市旗山區太平里旗新街2巷,停水,0,0,0,0,0,待處理,點,災情查報WEB,,196578.93,2531480.21,42640.8375
147966,2016-9-27 18:44,梅姬颱風,基礎設施災情,自來水停水,"120.48547,22.885843",120.48547,22.885843,高雄市,旗山區  ,高雄市旗山區大德里中華路596號,停水,0,0,0,0,0,待處理,點,災情查報WEB,,197209.61,2531734.46,42640.83819
148007,2016-9-27 18:41,梅姬颱風,基礎設施災情,自來水停水,"120.482217,22.88264",120.482217,22.88264,高雄市,旗山區  ,高雄市旗山區大德里旗新街87號,停水,0,0,0,0,0,待處理,點,災情查報WEB,,196874.6,2531380.95,42640.83819
148356,2016-9-27 18:16,梅姬颱風,基礎設施災情,自來水停水,"120.454023,23.708316",120.454023,23.708316,雲林縣,虎尾鎮  ,雲林縣虎尾鎮穎川58-21號,停水,0,0,0,0,0,待處理,點,災情查報WEB,,194326.37,2622827.23,42640.84028
148517,2016-9-27 18:07,梅姬颱風,基礎設施災情,自來水停水,"120.690882,24.182554",120.690882,24.182554,臺中市,北屯區  ,臺中市北屯區松竹路二段337號,松竹路二段337號停水,0,0,0,0,0,未指派,點,災情查報WEB,,218594.26,2675275.4,42640.84097
148564,2016-9-27 18:04,梅姬颱風,基礎設施災情,自來水停水,"120.545924,24.270683",120.545924,24.270683,臺中市,清水區  ,臺中市清水區?榔里忠誠路122巷,停水，請盡快處理,0,0,0,0,0,處理中,點,災情查報WEB,,203898.4,2685076.12,42640.84097
148577,2016-9-27 18:03,梅姬颱風,基礎設施災情,自來水停水,"121.296227,25.024941",121.296227,25.024941,桃園市,桃園區  ,桃園市桃園區莊二街32巷,停水,0,0,0,0,0,待處理,點,災情查報WEB,,279895.2,2768572.77,42640.84167
148670,2016-9-27 17:58,梅姬颱風,基礎設施災情,自來水停水,"120.370892864429,22.3391136775843",120.370893,22.339114,屏東縣,琉球鄉  ,屏東縣琉球鄉,琉球鄉全鄉停水(鄉公所通報),0,0,0,0,0,處理中,點,災情查報WEB,,185198.17,2471239.49,42640.84167
148688,2016-9-27 17:57,梅姬颱風,基礎設施災情,自來水停水,"120.477554,22.882595",120.477554,22.882595,高雄市,旗山區  ,高雄市旗山區太平里全里,全里停水,0,0,0,0,0,待處理,點,災情查報WEB,,196396.14,2531377.65,42640.84236
149140,2016-9-27 17:33,梅姬颱風,基礎設施災情,電信停話,"120.409682,22.47879",120.409682,22.47879,高雄市,林園區  ,高雄市林園區中汕里北汕路33巷8號,停電,0,0,0,0,0,待處理,點,災情查報WEB,,189254.54,2486689.55,42640.84583
149142,2016-9-27 17:33,梅姬颱風,基礎設施災情,電信停話,"120.939829,22.460698",120.939829,22.460698,臺東縣,太麻里鄉 ,臺東縣太麻里鄉多良村,多良村大溪11鄰、12鄰、13鄰。,0,0,0,0,0,處理中,點,災情查報WEB,,243807.5,2484567.89,42640.84583
149154,2016-9-27 17:32,梅姬颱風,基礎設施災情,電信停話,"121.712822,24.729874",121.712822,24.729874,宜蘭縣,員山鄉  ,宜蘭縣員山鄉八甲路電信桿倒塌,電信桿倒塌,0,0,0,0,0,待處理,點,災情查報WEB,,322109.98,2736046.12,42640.84583
149206,2016-9-27 17:30,梅姬颱風,基礎設施災情,瓦斯管線毀損,"120.63293,24.163713",120.63293,24.163713,臺中市,西屯區  ,臺中市西屯區朝貴路78號,瓦斯管線斷裂，有立即危險性，已通報欣中瓦斯2小時，未有人員到場,0,0,0,0,0,待處理,點,災情查報WEB,,212700.94,2673202.97,42640.84653
149362,2016-9-27 17:22,梅姬颱風,基礎設施災情,自來水停水,"121.5146,25.0896",121.5146,25.0896,桃園市,     ,桃園區同安街約400多號,案件編號:00423072主旨:桃園區-停水問題內文：(1999無email，不清楚可與民眾電話聯繫)民眾反映桃園區同安街約400多號，有停水問題，煩請相關單位協處。,0,0,0,0,0,已處理,點,縣市1999,,301906.44,2775800.73,42640.84792
149385,2016-9-27 17:21,梅姬颱風,基礎設施災情,瓦斯管線毀損,"120.888443,24.620066",120.888443,24.620066,苗栗縣,造橋鄉  ,苗栗縣造橋鄉大西村3鄰,大西村赤崎仔3鄰166號斜對面瓦斯漏氣請縣災害應變中心協調相關單位處理,0,0,0,0,0,未指派,點,災情查報WEB,,238705.05,2723701.04,42640.84792
149646,2016-9-27 17:09,梅姬颱風,基礎設施災情,電信停話,"121.070783,24.939041",121.070783,24.939041,桃園市,楊梅區  ,桃園市楊梅區富聯路400號,電信桿倒塌,0,0,0,0,0,處理中,點,災情查報WEB,,257148.36,2759027.52,42640.85069
162105,2016-9-27 16:50,梅姬颱風,基礎設施災情,自來水停水,"121.49583,25.06092",121.49583,25.06092,新北市,三重區  ,三重區大同南路143巷12之3號,三重大同南路143巷12之3號，目前該處有停水的問題，請相關單位妥處。,0,0,0,0,0,已處理,點,自建系統,,300024.77,2772616.89,42641.60625
162110,2016-9-27 16:48,梅姬颱風,基礎設施災情,自來水停水,"121.46627,25.00378",121.46627,25.00378,新北市,板橋區  ,板橋區忠孝路忠義巷,板橋區忠孝路忠義巷，該處有大範圍停水，要求相關單位儘速前往處理，請相關單位妥處。,0,0,0,0,0,已處理,點,自建系統,,297064.19,2766277.19,42641.60764
162112,2016-9-27 16:47,梅姬颱風,基礎設施災情,自來水停水,"121.65109,25.08312",121.65109,25.08312,新北市,汐止區  ,汐止區汐萬路二段66巷128弄33號,汐止區汐萬路二段66巷128弄33號目前停水。 ,0,0,0,0,0,已處理,點,自建系統,,315677.65,2775142.34,42641.60764
150193,2016-9-27 16:42,梅姬颱風,基礎設施災情,自來水停水,"121.293269,24.992397",121.293269,24.992397,桃園市,桃園區  ,桃園市桃園區文中里,全里停水,0,0,0,0,0,已處理,點,災情查報WEB,,279604.48,2764967.45,42640.85625
150301,2016-9-27 16:36,梅姬颱風,基礎設施災情,自來水停水,"121.31002,24.99538",121.31002,24.99538,桃園市,桃園區  ,桃園市桃園區永興里永安路15號,桃園市桃園區永興里永安路15-42號停水,0,0,0,0,0,待處理,點,災情查報WEB,,281294.69,2765301.62,42640.85764
150422,2016-9-27 16:29,梅姬颱風,基礎設施災情,自來水停水,"120.529754,23.470506",120.529754,23.470506,嘉義縣,番路鄉  ,嘉義縣番路鄉江西村1鄰陳厝,江西村1鄰陳厝停水,0,0,0,0,0,待處理,點,災情查報WEB,,201962.34,2596463.7,42640.85903
150486,2016-9-27 16:25,梅姬颱風,基礎設施災情,自來水停水,"120.529621,23.476257",120.529621,23.476257,嘉義縣,番路鄉  ,嘉義縣番路鄉江西村,江西村2、5鄰停水,0,0,0,0,0,待處理,點,災情查報WEB,,201950.83,2597100.63,42640.85972
150602,2016-9-27 16:19,梅姬颱風,基礎設施災情,自來水停水,"120.718776,24.256547",120.718776,24.256547,臺中市,豐原區  ,臺中市豐原區三豐路272巷283號附近,停水停電嚴重東湳里唐里長,0,0,0,0,0,處理中,點,災情查報WEB,,221444.75,2683464.24,42640.86111
150843,2016-9-27 16:04,梅姬颱風,基礎設施災情,自來水停水,"121.292009,24.990557",121.292009,24.990557,桃園市,桃園區  ,桃園市桃園區中平路685巷,停水,0,0,0,0,0,已處理,點,災情查報WEB,,279477.72,2764763.38,42640.86458
150875,2016-9-27 16:02,梅姬颱風,基礎設施災情,自來水停水,"121.297387,25.017945",121.297387,25.017945,桃園市,桃園區  ,桃園市桃園區同德里,全里停水,0,0,0,0,0,已處理,點,災情查報WEB,,280013.97,2767798.13,42640.86458
150888,2016-9-27 16:01,梅姬颱風,基礎設施災情,自來水停水,"121.318591,24.990727",121.318591,24.990727,桃園市,桃園區  ,桃園市桃園區萬壽里,停水,0,0,0,0,0,已處理,點,災情查報WEB,,282161.09,2764788.25,42640.86528
150949,2016-9-27 15:58,梅姬颱風,基礎設施災情,電信停話,"120.696024606787,24.096734976505",120.696025,24.096735,臺中市,大里區  ,臺中市大里區舊街路2號,附近一帶停電 ,0,0,0,0,0,未指派,點,災情查報WEB,,219096.11,2665769.79,42640.86597
151277,2016-9-27 15:38,梅姬颱風,基礎設施災情,電信停話,"120.368507837351,23.6959821501741",120.368508,23.695982,雲林縣,土庫鎮  ,雲林縣土庫鎮,雲林縣土庫鎮145甲線下庄往鹿寮方向 電信電線掉落,0,0,0,0,0,待處理,點,災情查報WEB,,185600.06,2621497.31,42640.87014
151418,2016-9-27 15:30,梅姬颱風,基礎設施災情,瓦斯管線毀損,"120.626279408128,24.1838579444945",120.626279,24.183858,臺中市,西屯區  ,臺中市西屯區大墩17街70號前,瓦斯管破裂,0,0,0,0,0,待處理,點,災情查報WEB,,212031.1,2675435.85,42640.87222
152411,2016-9-27 14:41,梅姬颱風,基礎設施災情,瓦斯管線毀損,"120.649962,24.377908",120.649962,24.377908,臺中市,大甲區  ,臺中市大甲區經國路1742巷9弄3號,疑似瓦斯外洩,0,0,0,0,0,處理中,點,災情查報WEB,,214491.2,2696921.16,42640.88889
153522,2016-9-27 13:48,梅姬颱風,基礎設施災情,自來水停水,"120.335455,23.010338",120.335455,23.010338,臺南市,新化區  ,台南市新化區五甲勢47號,五甲勢停水,0,0,0,0,0,待處理,點,災情查報WEB,,181880.1,2545582.31,42640.91111
154125,2016-9-27 13:17,梅姬颱風,基礎設施災情,自來水停水,"120.349297365,23.4726746759703",120.349297,23.472675,嘉義縣,太保市  ,嘉義縣太保市,博愛路296號自來水管破裂,0,0,0,0,0,處理中,點,災情查報WEB,,183528.52,2596775.7,42640.92431
154435,2016-9-27 12:55,梅姬颱風,基礎設施災情,自來水停水,"120.28505399823189,23.023746768268694",120.285054,23.023747,臺南市,新化區  ,臺南市新化區崙頂里崙子頂276號,自來水管線破裂漏水中,0,0,0,0,0,已處理,點,災情查報WEB,,176720.75,2547091.5,42640.93194
155432,2016-9-27 11:33,梅姬颱風,基礎設施災情,電信停話,"121.424856,24.486084",121.424856,24.486084,宜蘭縣,大同鄉  ,宜蘭縣大同鄉四季村,四季村目前電話不通,0,0,0,0,0,處理中,點,災情查報WEB,,293061.88,2708923.43,42640.95764
162608,2016-9-27 11:33,梅姬颱風,基礎設施災情,電信停話,"121.374235,24.695024",121.374235,24.695024,桃園市,復興區  ,桃園市復興區高義里雪霧鬧,雪霧鬧部落通訊斷訊，影響48戶177人,0,0,0,0,0,處理中,點,災情查報WEB,,287868.17,2732050.23,42641.82153
146715,2016-9-27 10:08,梅姬颱風,基礎設施災情,電信停話,"120.207208,22.981092",120.207208,22.981092,臺南市,南區   ,臺南市南區體育路進竹溪寺,電信桿倒塌(詳照片),0,0,0,0,0,處理中,點,災情查報WEB,,168715.95,2542408.96,42640.49583
146825,2016-9-27 09:41,梅姬颱風,基礎設施災情,電信停話,"120.441292,23.78904",120.441292,23.78904,雲林縣,西螺鎮  ,雲林縣西螺鎮福田里24號,中華電信電桿社口1支4號電線斷裂造成周邊住戶停話,0,0,0,0,0,待處理,點,災情查報WEB,,193063.26,2631772.21,42640.49583
146011,2016-9-27 08:30,梅姬颱風,基礎設施災情,自來水停水,"121.11806,22.971126",121.11806,22.971126,臺東縣,延平鄉  ,臺東縣延平鄉武陵村,武陵村全面停水,0,0,0,0,0,已處理,點,災情查報WEB,,262105.18,2541090.7,42640.38194
146151,2016-9-26 21:39,梅姬颱風,基礎設施災情,自來水停水,"121.5559,25.04544",121.5559,25.04544,臺北市,松山區  ,光復南路58巷16號2樓,剛剛停水,0,0,0,0,0,已處理,點,自建系統,,306092.46,2770925.79,42640.38194
168507,2016-9-29 16:35,梅姬颱風,道路災情,路基流失,"120.37347,22.739624",120.37347,22.739624,高雄市,大社區  ,高雄市大社區保安里大社路401巷,保安里林義萬里長、區公所民政課蘇振華課長通報，本區保安里大社路401巷過陽光大地往嘉誠里方向約300公尺，路基淘空有破洞，請權管單位儘速派員排除。,0,0,0,0,0,未指派,點,災情查報WEB,,185649.55,2515587.4,42642.94028
168533,2016-9-29 15:44,梅姬颱風,道路災情,土石流阻斷,"120.48527,23.322312",120.48527,23.322312,臺南市,白河區  ,臺南市白河區關嶺里175線2公里,175線2公里處過岩頂咖啡  路基已淘空,0,0,0,0,0,待處理,點,災情查報WEB,,197359.48,2580068.02,42642.94028
168603,2016-9-29 13:45,梅姬颱風,道路災情,道路落石,"120.50459,23.338491",120.50459,23.338491,臺南市,白河區  ,臺南市白河區關子嶺24-10號,臺南市白河區關子嶺24-10號阿美民宿旁 1999轉報 民眾來電反映臺南市白河區關子嶺24-10號 有大顆石頭滾下來擋住道路及水溝 請盡速派員處理,0,0,0,0,0,處理中,點,災情查報WEB,,199341.47,2581852.8,42642.94097
168680,2016-9-29 11:36,梅姬颱風,道路災情,道路落石,"120.5075740814209,23.026027690875438",120.507574,23.026028,高雄市,杉林區  ,高雄市杉林區木梓里田仔頂,田仔頂道路土石崩塌阻擋通行,0,0,0,0,0,待處理,點,災情查報WEB,,199529.54,2547250.09,42642.94097
168745,2016-9-29 10:42,梅姬颱風,道路災情,道路落石,"120.58040142059326,22.980263626925385",120.580401,22.980264,高雄市,杉林區  ,高雄市杉林區新庄里,農路及箱涵阻塞(已通知開口合約廠商處理),0,0,0,0,0,已處理,點,災情查報WEB,,206979.48,2542159.17,42642.94097
163023,2016-9-28 19:07,梅姬颱風,道路災情,邊坡坍方,"120.401393,23.05186",120.401393,23.05186,臺南市,左鎮區  ,臺南市左鎮區左鎮里91-2號旁道路,附近道路坍塌請處理,0,0,0,0,0,待處理,點,災情查報WEB,,188658.12,2550151.23,42642.41736
163142,2016-9-28 18:32,梅姬颱風,道路災情,路基流失,"120.312974,22.720653",120.312974,22.720653,高雄市,楠梓區  ,高雄市楠梓區後昌路,後昌路47巷與後昌路交叉口污水處理工程路面嚴重下陷，聯絡污水處理公司無人接聽,0,0,0,0,0,處理中,點,災情查報WEB,,179426.11,2513514.19,42642.41806
163418,2016-9-28 17:26,梅姬颱風,道路災情,道路落石,"120.472339609466,22.8759120076776",120.47234,22.875912,高雄市,旗山區  ,高雄市旗山區,路面坍塌,0,0,0,0,0,待處理,點,災情查報WEB,,195858.48,2530639.52,42642.41875
163448,2016-9-28 17:20,梅姬颱風,道路災情,路基流失,"120.176267,22.99744",120.176267,22.99744,臺南市,安平區  ,臺南市安平區華平路700號,人行步道下陷請處理,0,0,0,0,0,待處理,點,災情查報WEB,,165553.62,2544236.82,42642.41875
168847,2016-9-28 17:18,梅姬颱風,道路災情,邊坡坍方,"120.85301041603088,24.191545100347582,120.85232377052307,24.18986178783354,120.85422277450562,24.19017496393687",120.85301,24.191545,臺中市,東勢區  ,臺中市東勢區慶福里枝寮坑,1.路樹倒塌(本所農建課開口廠商於105.9.2911：05清除) 2.邊坡滑落,0,0,0,0,0,待處理,面,災情查報WEB,,235067.26,2676244.32,42642.94444
163598,2016-9-28 16:48,梅姬颱風,道路災情,道路落石,"120.379834,22.564805",120.379834,22.564805,高雄市,小港區  ,高雄市小港區大坪里高松墓園,大坪里高松墓園產業道路《從高松往大平頂天主教公墓》方向，里長轉述有坍塌土石，請協助設封鎖線(昨日有已設封鎖，但被里民強行進入)。  ,0,0,0,0,0,待處理,點,災情查報WEB,,186222.5,2496226.47,42642.41944
163769,2016-9-28 16:15,梅姬颱風,道路災情,路基流失,"121.5118,25.08809",121.5118,25.08809,臺北市,士林區  ,"中正路中正路往百齡橋高架環河引道,地標:  百齡橋",路面坑洞，露出鋼筋，車輛經過要閃避長寬30X20公分深沒注意的洞,0,0,0,0,0,已處理,點,自建系統,,301624.64,2775632.4,42642.42014
163777,2016-9-28 16:14,梅姬颱風,道路災情,路基流失,"121.5278,25.13772",121.5278,25.13772,臺北市,北投區  ,北投區行義路295號,路面掏空,0,0,0,0,0,已處理,點,自建系統,,303217.07,2781135.95,42642.42083
168878,2016-9-28 16:02,梅姬颱風,道路災情,路基流失,"121.538,25.14404",121.538,25.14404,臺北市,北投區  ,北投區紗帽路96號路燈到97號路燈間,北投區紗帽路96號路燈到97號路燈間,0,0,0,0,0,處理中,點,自建系統,,304242.75,2781840.06,42642.94722
163856,2016-9-28 16:02,梅姬颱風,道路災情,路基流失,"120.591002566921,23.290868431048",120.591003,23.290868,嘉義縣,大埔鄉  ,嘉義縣大埔鄉,嘉129線33.7k處路基流失約20M,0,0,0,0,0,處理中,點,災情查報WEB,,208162.88,2576551.48,42642.42083
163932,2016-9-28 15:51,梅姬颱風,道路災情,工區及周邊區域損壞,"120.658937,24.141663",120.658937,24.141663,臺中市,西區   ,臺中市西區華美街長春街,西區華美街上，麻園頭溪上的木棧道(長春街至美村路一段52巷間)，該段木棧道破損約四、五處，有立即危險性，建請儘速派員修復。 ,0,0,0,0,0,處理中,點,災情查報WEB,,215337.66,2670754.24,42642.42153
163936,2016-9-28 15:51,梅姬颱風,道路災情,道路落石,"120.715776,23.559799",120.715776,23.559799,嘉義縣,梅山鄉  ,嘉義縣梅山鄉太和村太和農會下方,土石崩塌阻斷道路169線通行,0,0,0,0,0,處理中,點,災情查報WEB,,220985,2606302.28,42642.42153
163986,2016-9-28 15:45,梅姬颱風,道路災情,道路落石,"120.628378,23.588153",120.628378,23.588153,嘉義縣,梅山鄉  ,嘉義縣梅山鄉龍眼村.碧湖村,坍方落石影響道路通行,0,0,0,0,0,處理中,點,災情查報WEB,,212071.05,2609462.69,42642.42153
164006,2016-9-28 15:43,梅姬颱風,道路災情,路基流失,"120.423626,23.385713",120.423626,23.385713,臺南市,白河區  ,臺南市白河區玉豐里頂崁頭1鄰2號,路基流失請處理,0,0,0,0,0,處理中,點,災情查報WEB,,191083.11,2587112.93,42642.42153
164077,2016-9-28 15:35,梅姬颱風,道路災情,工區及周邊區域損壞,"120.465647,22.880221",120.465647,22.880221,高雄市,旗山區  ,高雄市旗山區三協里高90往大坑方向,三協里高90往大坑方向道路路基流失，電桿傾斜,0,0,0,0,0,處理中,點,災情查報WEB,,195173.48,2531119.15,42642.42222
164081,2016-9-28 15:34,梅姬颱風,道路災情,路基流失,"121.5599,24.98967",121.5599,24.98967,臺北市,文山區  ,興隆路四段55號門口,籃球大坑洞，深度目測2公分，靠近外側車道,0,0,0,0,0,已處理,點,自建系統,,306521.61,2764750.07,42642.42222
164144,2016-9-28 15:28,梅姬颱風,道路災情,路基流失,"121.5797,25.03348",121.5797,25.03348,臺北市,信義區  ,松山路地標:  公車站牌永春高中  前方 內車道上,永春高中站牌前 3個大坑洞(約籃球大、深度15公分) ,0,0,0,0,0,已處理,點,自建系統,,308499.69,2769611.11,42642.42292
164170,2016-9-28 15:25,梅姬颱風,道路災情,邊坡坍方,"120.588913983886,23.4188867423182",120.588914,23.418887,嘉義縣,番路鄉  ,嘉義縣番路鄉,嘉義縣番路鄉4鄰瓦厝仔1號劉逸嬅農路不通,0,0,0,0,0,待處理,點,災情查報WEB,,207989.54,2590728.82,42642.42292
164186,2016-9-28 15:24,梅姬颱風,道路災情,路基流失,"121.5777,25.04981",121.5777,25.04981,臺北市,松山區  ,松山路上(約永春高中前公車站牌的內車道上),有2個大坑洞(約籃球大、深度15公分) ,0,0,0,0,0,已處理,點,自建系統,,308290.14,2771419.05,42642.42292
164232,2016-9-28 15:15,梅姬颱風,道路災情,邊坡坍方,"121.29627227783203,23.379525755993",121.296272,23.379526,花蓮縣,卓溪鄉  ,花蓮縣卓溪鄉卓溪村,農路邊坡坍方,0,0,0,0,0,未指派,點,災情查報WEB,,280286.07,2586341.22,42642.42361
164328,2016-9-28 15:05,梅姬颱風,道路災情,路基流失,"121.5599,24.98967",121.5599,24.98967,臺北市,文山區  ,興隆路四段55號55號前方,直徑30公分 大約10公分深 的坑洞,0,0,0,0,0,已處理,點,自建系統,,306521.61,2764750.07,42642.42361
164332,2016-9-28 15:05,梅姬颱風,道路災情,路基流失,"120.644035,24.149219",120.644035,24.149219,臺中市,南屯區  ,臺中市南屯區惠中里惠文路588號,臺中市南屯區惠中里惠文路588號民災前路淘空(破洞)長寬30*20公分,0,0,0,0,0,處理中,點,災情查報WEB,,213825.28,2671594.84,42642.42431
164439,2016-9-28 14:51,梅姬颱風,道路災情,工區及周邊區域損壞,"120.535806,22.957125",120.535806,22.957125,高雄市,杉林區  ,高雄市杉林區月美里,月光隧道往杉林區高181路面隆起(疑似走山引起)及路樹倒塌造成人車通行危險 ,0,0,0,0,0,處理中,點,災情查報WEB,,202399.03,2539610.67,42642.425
164446,2016-9-28 14:50,梅姬颱風,道路災情,路基流失,"120.297228,22.691245",120.297228,22.691245,高雄市,左營區  ,高雄市左營區左營大路565號,"左營大路565號前人行道前掏空,用路人危險.",0,0,0,0,0,待處理,點,災情查報WEB,,177793.15,2510265.28,42642.425
