"CASE_ID","CASE_DT","COUNTY","TOWN","LOC","GEOMETRY_TYPE","LonLat","MAIN_TYPE","SUB_TYPE","CASE_DESCRIPTION","STATUS","SOURCE","INJURED_NO","DEATH_NO","TRAPPED_NO","MISSING_NO","SHELTER_NO","IS_TRAFFIC","IS_SERIOUS"
"042016110000886","2016-11-08T11:32:59.000+08:00","臺東縣","大武鄉","臺東縣大武鄉","點","120.9026056811,22.3772088322964","土石災情","土石崩落","○○縣道(32K)現場土始崩塌，道路遭阻斷，無法通行","已處理","災情查報WEB","0","0","0","0","0","否","否"
"042016110000887","2016-11-08T11:32:18.000+08:00","彰化縣","線西鄉","彰化縣線西鄉線西村","點","120.439748,24.147631","建物毀損","建物輕微受損","民眾通報,彰化市中正區中山街10號大樓在地震後,牆面出現龜裂、外牆大面積磁磚掉落。","未指派","災情查報WEB","0","0","0","0","0","否","否"
"042016110000885","2016-11-08T11:31:29.000+08:00","臺南市","柳營區","臺南市柳營區","點","120.352657064162,23.2683120025368","建物毀損","建物輕微受損","台南市柳營區柳營國小一樓天花板鋼架掉落損毀","未指派","災情查報WEB","0","0","0","0","0","否","否"
"042016110000884","2016-11-08T11:31:12.000+08:00","臺中市","霧峰區","臺中市霧峰區吉峰里民生路23號","點","120.722372194071,24.045372798238","民生、基礎設施災情","電力停電","民眾通報，受到地震影響，臺鞏市霧峰區民生路23號發生跳電，造成電梯暫停運行，5名住戶受困於電梯中。","待處理","災情查報WEB","5","0","0","0","0","否","否"
"042016110000882","2016-11-08T11:24:14.000+08:00","嘉義縣","朴子市","嘉義縣朴子市市東路30號","點","120.245862,23.464947","建物毀損","建物輕微受損","民眾通報，朴子市市東路30號大樓在地震後，牆面出現龜裂、外牆大面積磁磚掉落。","未指派","災情查報WEB","0","0","0","0","0","否","否"
"042016110000880","2016-11-08T11:23:06.000+08:00","嘉義縣","太保市","嘉義縣太保市","點","120.349297365,23.4726746759703","民生、基礎設施災情","其他","民眾通報，受到地震影響，○○市○○區○○路○○號發生跳電，造成電梯暫停運行，5名住戶受困於電梯中。","未指派","災情查報WEB","5","0","0","0","0","否","否"
"042016110000879","2016-11-08T11:23:06.000+08:00","宜蘭縣","羅東鎮","宜蘭縣羅東鎮倉前路97號","點","121.768642,24.681005","民生、基礎設施災情","電力停電","民眾通報，受到地震影響，宜蘭縣羅東鎮倉前路97號發生跳電，造成電梯暫停運行，5名住戶受困電梯中。","未指派","災情查報WEB","0","0","0","0","0","否","否"
"042016110000874","2016-11-08T11:22:35.000+08:00","彰化縣","田尾鄉","彰化縣田尾鄉","點","120.522272464533,23.8974066870644","土石災情","土石崩落","田尾縣道（32K）現場土石崩塌，道路遭阻斷，無法通行。","未指派","災情查報WEB","0","0","0","0","0","否","否"
"042016110000877","2016-11-08T11:22:20.000+08:00","嘉義縣","朴子市","嘉義縣朴子市文化南路50號","點","120.241391,23.462267","民生、基礎設施災情","電力停電","民眾通報，受到地震影響，朴子市文化南路50號發生跳電，造成電梯暫停運行，5名住戶受困於電梯中。","未指派","災情查報WEB","5","0","0","0","0","否","否"
"042016110000875","2016-11-08T11:21:25.000+08:00","屏東縣","枋寮鄉","屏東縣枋寮鄉","點","120.590238998929,22.399159114209","其他災情","漁港設施損壞","民眾通報屏東縣枋寮港因颱風過境, 漁附近發生長浪並挾帶石塊造成公共設施損壞. ","未指派","災情查報WEB","0","0","0","0","0","否","否"
"042016110000872","2016-11-08T11:21:12.000+08:00","雲林縣","西螺鎮","雲林縣西螺鎮民族街10號","點","120.467706,23.794274","民生、基礎設施災情","電力停電","雲林縣西螺鎮廣福里因主要變壓器跳脫,造成32戶停電","未指派","災情查報WEB","0","0","0","0","0","否","否"
"042016110000878","2016-11-08T11:20:53.000+08:00","澎湖縣","西嶼鄉","澎湖縣西嶼鄉內垵村","點","119.49359178543091,23.56831410664793","火災","公共場所","西嶼內垵遊憩區公共廁所旁，因雜草枯竭菸蒂亂丟，引起火災。","待處理","災情查報WEB","0","0","0","0","0","否","否"
"042016110000871","2016-11-08T11:20:44.000+08:00","彰化縣","田尾鄉","彰化縣田尾鄉","點","120.522272464533,23.8974066870644","建物毀損","建物輕微受損","章化縣田尾鄉國小田尾一樓教室天花板鋼架掉落損壞。","未指派","災情查報WEB","0","0","0","0","0","否","否"
"042016110000869","2016-11-08T11:20:00.000+08:00","彰化縣","田尾鄉","彰化縣田尾鄉南曾村福德巷224號","點","120.538014,23.890465","民生、基礎設施災情","電力停電","彰化縣田尾鄉南曾村因主要變壓器跳脫，造成32戶停電","未指派","災情查報WEB","0","0","0","0","0","否","否"
"042016110000870","2016-11-08T11:17:54.000+08:00","屏東縣","枋寮鄉","屏東縣枋寮鄉","點","120.590238998929,22.399159114209","鐵路、高鐵及捷運災情","路線中斷","台鐵枋寮站鐵路因颱風過境, 沿線多處樹木傾倒及邊坡土石滑落, 迼成枋寮沿線鐵路阻塞及鐵軌扭曲, 無法正常行駛. ","未指派","災情查報WEB","0","0","0","0","0","是","否"
"042016110000873","2016-11-08T11:17:16.000+08:00","嘉義縣","太保市","嘉義縣太保市","點","120.349297365,23.4726746759703","土石災情","土石崩落","○○縣道（32K）現場土石崩塌，道路遭阻斷，無法通行。","未指派","災情查報WEB","0","0","0","0","0","否","否"
"042016110000861","2016-11-08T11:16:14.000+08:00","屏東縣","麟洛鄉","屏東縣麟洛鄉田中村2鄰中正路223之1號","點","120.52302360534668,22.641897604526804","道路、隧道災情","土石流阻斷","屏東縣麟洛鄉爆發土石流，土石流淹沒道路導致交通停擺，現場有2輛貨車、2輛機車被侵襲，造成2名路過民眾遭砸傷。","未指派","災情查報WEB","2","0","0","0","0","是","否"
"042016110000863","2016-11-08T11:16:12.000+08:00","臺東縣","太麻里鄉","臺東縣太麻里鄉香蘭村","點","120.97114562988281,22.569158425360946","民生、基礎設施災情","電力停電","台東縣太麻里鄉美和村因主要變壓器跳脫，造成32戶停電。","已處理","災情查報WEB","0","0","0","0","0","否","否"
"042016110000867","2016-11-08T11:15:55.000+08:00","臺南市","東山區","臺南市東山區","點","120.431879489069,23.2807601513188","民生、基礎設施災情","電力停電","民眾通報,受到地震影響,00市00區00路00號發生跳電,造成電梯暫停運行,5名住戶受困於電梯中","未指派","災情查報WEB","0","0","0","0","0","否","否"
"042016110000862","2016-11-08T11:15:46.000+08:00","臺東縣","臺東市","臺東縣臺東市豐樂里","點","121.12049102783203,22.76011555191151","路樹災情","路樹傾斜","臺東縣政府填報","待處理","災情查報WEB","0","0","0","0","0","否","否"
"042016110000866","2016-11-08T11:14:59.000+08:00","高雄市","前鎮區","高雄市前鎮區平等里康定路151號","點","120.318368,22.586616","建物毀損","圍牆（籬）倒塌","民眾通報因地震造成康定路段附近天橋傾斜，同時天橋旁的大樓有龜裂的情況發生。","未指派","災情查報WEB","2","0","0","0","0","否","否"
"042016110000881","2016-11-08T11:14:49.000+08:00","高雄市","前鎮區","高雄市前鎮區興中里復興三路2號","點","120.311531,22.612303","路樹災情","路樹傾斜","復興三路2號前因強風摧殘，攔腰折斷，造成廣告招牌掉落慢車道致人員受傷。","未指派","災情查報WEB","1","0","0","0","0","否","是"
"042016110000859","2016-11-08T11:14:12.000+08:00","屏東縣","高樹鄉","屏東縣高樹鄉興中路330號","點","120.600724,22.82636","道路、隧道災情","土石流阻斷","高樹鄉爆發土石流,土石流淹沒道路導致交通停擺,現場有2輛貨車、2輛機車被侵襲,造成2名路過民眾遭砸傷。","未指派","災情查報WEB","2","0","0","0","0","是","否"
"042016110000854","2016-11-08T11:13:32.000+08:00","彰化縣","鹿港鎮","彰化縣鹿港鎮鹿港國小","點","120.41615448002,24.0833389303749","建物毀損","建物輕微受損","彰化縣鹿港鎮鹿港國小一樓教室天花板鋼架掉落損壞。","未指派","災情查報WEB","0","0","0","0","0","否","否"
"042016110000852","2016-11-08T11:13:19.000+08:00","彰化縣","二水鄉","彰化縣二水鄉","點","120.632877533891,23.8136844568488","土石災情","土石流","彰137縣道（32K）現場土石崩塌，道路遭阻斷，無法通行。","未指派","災情查報WEB","0","0","0","0","0","否","否"
"042016110000855","2016-11-08T11:13:14.000+08:00","屏東縣","麟洛鄉","屏東縣麟洛鄉新田村2鄰民族路217號","點","120.53049087524414,22.65702695595221","道路、隧道災情","路基流失","民眾通報屏東縣麟洛鄉民族路217號因地下箱涵破裂引起路基下陷，造成2戶民宅毀損及電線桿倒塌，導致附近地區暫時斷電。","未指派","災情查報WEB","0","0","0","0","0","是","否"
"042016110000849","2016-11-08T11:12:33.000+08:00","臺中市","大里區","臺中市大里區塗城路135號","點","120.715397,24.08602","民生、基礎設施災情","電線（桿）毀損","民眾通報,受到地震影響,台中市大里區西湖路150號發生跳電,造成電梯暫停運行,5名住戶受困於電梯中","處理中","災情查報WEB","5","0","0","0","0","否","否"
"042016110000858","2016-11-08T11:12:16.000+08:00","臺東縣","太麻里鄉","臺東縣太麻里鄉香蘭村","點","120.9788703918457,22.58564300195481","建物毀損","建物輕微受損","台東縣太麻里鄉香蘭國小一樓教室天花板鋼架掉落損壞。","已處理","災情查報WEB","0","0","0","0","0","否","否"
"042016110000857","2016-11-08T11:11:46.000+08:00","臺南市","東山區","臺南市東山區高原里","點","120.50042867660522,23.28144322931749","土石災情","土石崩落","00縣道(32K)現場土石崩塌,道路阻斷,無法通行","未指派","災情查報WEB","0","0","0","0","0","否","是"
"042016110000850","2016-11-08T11:11:33.000+08:00","屏東縣","高樹鄉","屏東縣高樹鄉","點","120.596387967049,22.8024355010027","道路、隧道災情","路基流失","民眾通報高樹鄉高樹村青雲路因地下箱涵破裂引起路基下陷,造成2戶民宅毀損及電線桿倒塌,導致附近地區暫時斷電。","未指派","災情查報WEB","0","0","0","0","0","是","否"
"112016110000030","2016-11-08T11:10:00.000+08:00","新北市","五股區","五股區五股里","點","121.43848,25.08382","民生、基礎設施災情","電力停電","新北市五股區五股里因主要變壓器跳脫，造成32戶停電。","處理中","自建系統","0","0","0","0","0","否","否"
"042016110000846","2016-11-08T11:09:32.000+08:00","雲林縣","斗南鎮","雲林縣斗南鎮東仁里","點","120.481082,23.674149","民生、基礎設施災情","電力停電","雲林縣斗南鎮東仁里因主要變壓器跳脫，造成32戶停電。","未指派","災情查報WEB","0","0","0","0","0","否","否"
"042016110000848","2016-11-08T11:08:59.000+08:00","臺東縣","綠島鄉","臺東縣綠島鄉南寮村","點","121.47217369027203,22.66356929041642","民生、基礎設施災情","電力停電","民眾通報，受地震影響，南寮村發生跳電，造成電梯暫停運行，5名住戶受困於電梯中。","已處理","災情查報WEB","5","0","0","0","0","否","否"
"042016110000842","2016-11-08T11:08:35.000+08:00","高雄市","阿蓮區","高雄市阿蓮區中路里","點","120.29725027085988,22.900584950910947","橋梁災情","河川水位達警戒水位及封閉橋梁","中路橋封橋","未指派","災情查報WEB","1","0","0","0","0","是","否"
"042016110000883","2016-11-08T11:08:25.000+08:00","臺中市","外埔區","臺中市外埔區大馬路500號","點","120.641398,24.341196","建物毀損","建物輕微受損","民眾通報，臺中市外埔區大馬路500號大樓在地震後，牆面出現龜裂、外牆大面積磁磚掉落。","待處理","災情查報WEB","0","0","0","0","0","否","否"
"042016110000845","2016-11-08T11:08:21.000+08:00","臺中市","烏日區","臺中市烏日區新興路316號","點","120.622567,24.104518","民生、基礎設施災情","電力停電","民眾通報，受到地震影響，臺中市烏日區新興路316號發生跳電，造成電梯暫停運行，5名住戶受困於電梯中。","處理中","災情查報WEB","5","0","0","0","0","否","否"
"042016110000841","2016-11-08T11:07:47.000+08:00","臺中市","大里區","臺中市大里區中興路268號","點","120.696581,24.086422","建物毀損","建物輕微受損","民眾通報,台中市大里區中興路268號大樓在地震後,牆面出現龜裂,外牆大面積磁磚掉落","處理中","災情查報WEB","0","0","0","0","0","否","否"
"042016110000843","2016-11-08T11:07:37.000+08:00","雲林縣","臺西鄉","雲林縣臺西鄉","點","120.191975409292,23.710470962004","民生、基礎設施災情","電力停電","雲林縣台西鄉永豐村因主要變壓器跳脫，造成32戶停電。","未指派","災情查報WEB","0","0","0","0","0","否","否"
"042016110000868","2016-11-08T11:07:25.000+08:00","雲林縣","西螺鎮","雲林縣西螺鎮光復西路20號","點","120.46551,23.797927","土石災情","土石崩落","145縣道(32K)現場土石崩塌,道路遭阻斷,無法通行","未指派","災情查報WEB","0","0","0","0","0","否","是"
"042016110000840","2016-11-08T11:07:06.000+08:00","臺中市","北屯區","臺中市北屯區大坑里東山路","點","120.744272,24.186239","土石災情","土石崩落","大坑里東山路現場土石崩塌 道路遭阻斷 無法通行","處理中","災情查報WEB","0","0","0","0","0","否","否"
"112016110000038","2016-11-08T11:06:00.000+08:00","新北市","八里區","八里區龍源里","點","121.44847,25.13056","民生、基礎設施災情","電力停電","新北市八里區龍源里因主要變壓器跳脫，造成32戶停電。","處理中","自建系統","0","0","0","0","0","否","否"
"072016110000035","2016-11-08T11:05:23.000+08:00","雲林縣","斗六市","雲林縣斗六市大同路21號","點","120.54175328884797,23.71082434693644","其他災情","其他","2016/11/08 11:05:23 - 受到地震影響，發生跳電，造成電梯暫停運行，5名住戶受困於電梯中。
====================
2016/11/08 11:02:54 - 斗六市縣道32K現場土石崩塌，道路遭阻斷，無法通行
","待處理","119消防署派遣系統","0","0","0","0","0","否","否"
"042016110000836","2016-11-08T11:04:36.000+08:00","臺中市","北屯區","臺中市北屯區松和里昌平路2段","點","120.690293,24.177374","民生、基礎設施災情","電力停電","民眾通報因主要變壓器跳脫造成32戶停電","待處理","災情查報WEB","0","0","0","0","0","否","否"
"042016110000835","2016-11-08T11:03:30.000+08:00","臺東縣","綠島鄉","臺東縣綠島鄉中寮村2鄰47之2號","點","121.47097206063336,22.673786111750797","建物毀損","建物輕微受損","綠島鄉綠島國中一樓教室天花板鋼架掉落損毀","已處理","災情查報WEB","0","0","0","0","0","否","否"
"042016110000838","2016-11-08T11:02:59.000+08:00","臺中市","大里區","臺中市大里區西湖路150號前","點","120.686484,24.077816","民生、基礎設施災情","電線（桿）毀損","民眾通報,受到地震影響,台中市大里區西湖路150號發生跳電,造成電梯暫停運行,5名住戶受困於電梯中","處理中","災情查報WEB","0","0","0","0","0","否","否"
"112016110000073","2016-11-08T11:02:54.000+08:00","臺北市","文山區","臺北市文山區景美里育英街57巷13號前","點","121.538,24.99232","路樹災情","路樹倒塌","路樹倒臥引響行人通行","處理中","自建系統","0","0","0","0","0","否","否"
"042016110000834","2016-11-08T11:02:29.000+08:00","高雄市","大社區","高雄市大社區嘉誠里","點","120.384207,22.746686","路樹災情","路樹倒塌","嘉誠里柑宅巷路樹倒塌壓損過路車輛1部，造成1人受傷，目前已清除完畢。","未指派","災情查報WEB","1","0","0","0","0","否","是"
"042016110000860","2016-11-08T11:02:26.000+08:00","高雄市","茂林區","高雄市茂林區多納里1鄰多納巷22號","點","120.717208,22.911097","路樹災情","路樹傾斜","民眾通報高雄市茂林區多納里22號前行道樹，遭強風吹倒，壓到一旁電線，導指部分電線脫落。","未指派","災情查報WEB","1","0","0","0","0","否","否"
"042016110000851","2016-11-08T11:02:23.000+08:00","臺南市","北區","臺南市北區西門路三段立人國小","點","120.20123,22.999857","建物毀損","建物輕微受損","臺南市北區立人國小一樓教室天花板鋼架掉落損壞。","未指派","災情查報WEB","0","0","0","0","0","否","否"
"112016110000039","2016-11-08T11:02:00.000+08:00","新北市","八里區","八里區105市道32K處道路中斷","點","-123.26505,47.04604","其他災情","其他","105市道(32K)現場土石崩塌，道路遭阻斷，無法通行。","處理中","自建系統","0","0","0","0","0","否","否"
"042016110000839","2016-11-08T11:01:31.000+08:00","彰化縣","鹿港鎮","彰化縣鹿港鎮東石里","點","120.41770935058594,24.074756746716854","土石災情","土石崩落","彰20縣道(32K)現場土石崩塌，道路遭阻斷，無法通行。","未指派","災情查報WEB","0","0","0","0","0","否","否"
"042016110000833","2016-11-08T11:00:57.000+08:00","屏東縣","里港鄉","屏東縣里港鄉","點","120.510504534312,22.7969969598958","道路、隧道災情","土石流阻斷","屏東縣里港鄉爆發土石流，土石流淹<U+6CA1>道路導致交通停擺，現場有２輛貨車，２輛機車被侵襲，造成２名路過民眾遭砸傷。","未指派","災情查報WEB","2","0","0","0","0","是","否"
"112016110000036","2016-11-08T10:58:00.000+08:00","新北市","三芝區","三芝區埔坪里","點","121.51559,25.24604","民生、基礎設施災情","電力停電","新北市三芝區埔坪里因主要變壓器跳脫，造成32戶停電。","處理中","自建系統","0","0","0","0","0","否","否"
"042016110000832","2016-11-08T10:57:47.000+08:00","臺中市","北屯區","臺中市北屯區","點","120.730007873986,24.1879796214329","路樹災情","路樹倒塌","校園行道樹倒塌","待處理","災情查報WEB","0","0","0","0","0","否","否"
"042016110000824","2016-11-08T10:57:45.000+08:00","彰化縣","線西鄉","彰化縣線西鄉線西村線西路45號","點","120.467785,24.135602","民生、基礎設施災情","電力停電","彰化縣線西鄉線西村因主要變壓器跳脫，造成32戶停電。","未指派","災情查報WEB","0","0","0","0","0","否","否"
"042016110000825","2016-11-08T10:57:01.000+08:00","澎湖縣","望安鄉","澎湖縣望安鄉東安村1號","點","119.506796,23.362529","民生、基礎設施災情","電力停電","澎湖縣望安鄉東安村因主要變壓器跳脫，造成32戶停電。","未指派","災情查報WEB","0","0","0","0","0","否","否"
"042016110000818","2016-11-08T10:56:44.000+08:00","嘉義縣","東石鄉","嘉義縣東石鄉","點","120.113799521691,23.4681648216402","廣告招牌災情","廣告招牌欲墜","東石村5號廣告招牌掉落","未指派","災情查報WEB","0","0","0","0","0","否","否"
"042016110000826","2016-11-08T10:56:19.000+08:00","澎湖縣","七美鄉","澎湖縣七美鄉中和村3鄰10號","點","119.424576,23.206815","建物毀損","建物輕微受損","澎湖縣七美鄉七美國小一樓教室天花板鋼架掉落損壞。","未指派","災情查報WEB","0","0","0","0","0","否","否"
"042016110000816","2016-11-08T10:56:17.000+08:00","嘉義縣","東石鄉","嘉義縣東石鄉","點","120.113799521691,23.4681648216402","路樹災情","路樹傾斜","168縣道3.7K路樹倒塌","未指派","災情查報WEB","0","0","0","0","0","否","否"
"042016110000819","2016-11-08T10:56:08.000+08:00","臺中市","西區","臺中市西區五廊街10號","點","120.670296,24.141822","民生、基礎設施災情","電力停電","台中市公民里因主要變壓器跳脫造成32戶停電","待處理","災情查報WEB","0","0","0","0","0","否","否"
"112016110000064","2016-11-08T10:55:10.000+08:00","臺北市","北投區","台北市北投區湖田里竹子湖路118號，現場土石崩塌，道路遭阻斷，無法通行。","點","121.5304,25.18254","土石災情","土石崩落","台北市北投區湖田里竹子湖路118號，現場土石崩塌，道路遭阻斷，無法通行。","處理中","自建系統","2","0","0","0","0","是","否"
"042016110000815","2016-11-08T10:55:06.000+08:00","南投縣","竹山鎮","南投縣竹山鎮德興里","點","120.673314,23.73148","民生、基礎設施災情","電力停電","南投縣竹山鎮德興里因主要變壓器跳脫，造成32戶停電。","未指派","災情查報WEB","0","0","0","0","0","否","否"
"042016110000817","2016-11-08T10:54:35.000+08:00","澎湖縣","望安鄉","澎湖縣望安鄉花嶼國小","點","119.32274848222733,23.39991685179429","建物毀損","建物輕微受損","澎湖縣望安鄉花嶼國小一樓教室天花板鋼架掉落損壞。","未指派","災情查報WEB","0","0","0","0","0","否","否"
"042016110000820","2016-11-08T10:54:01.000+08:00","彰化縣","埔鹽鄉","彰化縣埔鹽鄉永樂村","點","120.439609,23.997041","民生、基礎設施災情","電力停電","民眾通報，受到地震影響，OO市OO區OO路OO號發生跳電，造成電梯暫停運作，5名住戶受困於電梯中。","未指派","災情查報WEB","5","0","0","0","0","否","否"
"042016110000847","2016-11-08T10:53:29.000+08:00","高雄市","田寮區","高雄市田寮區西德里西德路21號","點","120.375529,22.878532","道路、隧道災情","路基流失","民眾通報高雄市田寮區西德路因地下箱涵破裂引起路基下陷，造成2戶民宅毀損及電線桿倒塌，導致附近地區暫時斷電。","未指派","災情查報WEB","1","0","0","0","0","是","否"
"042016110000837","2016-11-08T10:52:51.000+08:00","高雄市","杉林區","高雄市杉林區杉林里合森巷50號","點","120.548703,22.998826","路樹災情","路樹倒塌","杉林里里長通報，因颱風影響，杉林區合森巷50號附近2棵路樹倒塌，壓毀屋簷，民眾不慎被掉落物砸傷。","未指派","災情查報WEB","1","0","0","0","0","否","是"
"042016110000814","2016-11-08T10:52:49.000+08:00","臺中市","西區","臺中市西區民生路100號","點","120.673548,24.140441","土石災情","土石崩落","11縣道32k現場土石崩塌道路阻斷無法通行","處理中","災情查報WEB","0","0","0","0","0","否","否"
"042016110000801","2016-11-08T10:52:40.000+08:00","基隆市","信義區","基隆市信義區東明里","點","121.766773,25.127833","民生、基礎設施災情","電力停電","基隆市信義區東明里主要變壓器跳脫,造成22戶停電.","未指派","災情查報WEB","0","0","0","0","0","否","否"
"042016110000812","2016-11-08T10:52:07.000+08:00","臺中市","太平區","臺中市太平區長龍路1段356號","點","120.74544,24.129231","土石災情","土石流","土石流交通受阻","待處理","災情查報WEB","1","0","0","0","0","否","是"
"042016110000809","2016-11-08T10:52:07.000+08:00","臺中市","烏日區","臺中市烏日區","點","120.622425635559,24.0818946044425","路樹災情","路樹傾斜","新興路316號前路樹倒塌","處理中","災情查報WEB","0","0","0","0","0","否","否"
"042016110000827","2016-11-08T10:52:04.000+08:00","屏東縣","里港鄉","屏東縣里港鄉三?村三和路","點","120.49324035644531,22.80077536882551","道路、隧道災情","路基流失","民眾通報屏東縣里港鄉三和路因地下箱涵破裂引起路基下陷，造成２戶民宅毀損及電線桿倒塌，導致附近地區暫時斷電。","未指派","災情查報WEB","0","0","0","0","0","是","否"
"042016110000800","2016-11-08T10:51:40.000+08:00","彰化縣","埔鹽鄉","彰化縣埔鹽鄉永樂村","點","120.439609,23.997041","民生、基礎設施災情","電力停電","民眾通報，受到地震影響，埔鹽鄉永樂村發生跳電，造成電梯暫停運作，5名住戶受困於電梯中。","未指派","災情查報WEB","5","0","0","0","0","否","否"
"042016110000805","2016-11-08T10:51:30.000+08:00","澎湖縣","七美鄉","澎湖縣七美鄉西湖村5鄰10號","點","119.420503,23.213819","民生、基礎設施災情","電力停電","澎湖縣七美鄉西湖村5鄰因主要變壓器跳脫，造成20戶停電。","未指派","災情查報WEB","0","0","0","0","0","否","否"
"042016110000804","2016-11-08T10:51:04.000+08:00","南投縣","竹山鎮","南投縣竹山鎮自強路100號","點","120.677309,23.751165","建物毀損","建物輕微受損","南投縣竹山鎮前山國小一樓天花板鋼架掉落損壞。","未指派","災情查報WEB","0","0","0","0","0","否","否"
"042016110000802","2016-11-08T10:51:01.000+08:00","宜蘭縣","壯圍鄉","宜蘭縣壯圍鄉壯圍國小","點","121.804608549461,24.7598789730671","建物毀損","建物輕微受損","宜蘭縣壯為鄉壯圍國小一樓教室天花板鋼架掉落損壞。","未指派","災情查報WEB","0","0","0","0","0","否","否"
"042016110000810","2016-11-08T10:50:40.000+08:00","臺中市","和平區","臺中市和平區中坑里","點","121.158656978109,24.274394454615","民生、基礎設施災情","電力停電","和平區中坑里因主要變壓器跳脫，造成32戶停電。","處理中","災情查報WEB","0","0","0","0","0","否","否"
"042016110000803","2016-11-08T10:50:13.000+08:00","高雄市","鹽埕區","高雄市鹽埕區沙地里必忠街37號","點","120.288057,22.620049","民生、基礎設施災情","電線（桿）毀損","沙地里必忠街37號電線桿冒火花波及路人1人","未指派","災情查報WEB","1","0","0","0","0","否","否"
"042016110000808","2016-11-08T10:50:10.000+08:00","澎湖縣","望安鄉","34縣道5K處道路中斷","點","119.49666023254395,23.36506816102237","土石災情","土石崩落","34縣道(5K)現場土石崩塌，道路阻斷，無法通行。","未指派","災情查報WEB","0","0","0","0","0","否","否"
"042016110000797","2016-11-08T10:50:01.000+08:00","基隆市","信義區","基隆市信義區崇法街1號","點","121.764647,25.128328","建物毀損","建物輕微受損","民眾通報基隆市信義區崇法街1號大樓在地震後,牆面出現龜裂,外牆大面積磁磚掉落.","未指派","災情查報WEB","0","0","0","0","0","否","否"
"112016110000037","2016-11-08T10:50:00.000+08:00","新北市","三芝區","三芝區三芝國小","點","121.50243,25.25935","其他災情","其他","新北市三芝區三芝國小一樓教室天花板鋼架掉落損壞。","處理中","自建系統","0","0","0","0","0","否","否"
"042016110000807","2016-11-08T10:49:15.000+08:00","臺中市","中區","臺中市中區臺灣大道100號","點","120.679901,24.138253","建物毀損","建物輕微受損","民眾通報，臺中市中區臺灣大道100號大樓在地震後，牆面出現龜裂、外牆大面積磁磚掉落。","待處理","災情查報WEB","0","0","0","0","0","否","否"
"042016110000790","2016-11-08T10:48:37.000+08:00","基隆市","信義區","基隆市信義區","點","121.772525219088,25.1273705092704","建物毀損","建物輕微受損","基隆市信義區東信國小一樓教室天花板鋼架掉落損壞.","未指派","災情查報WEB","0","0","0","0","0","否","否"
"042016110000794","2016-11-08T10:48:32.000+08:00","臺南市","歸仁區","臺南市歸仁區歸仁里13鄰和平二街7號","點","120.2970051291328,22.969386738641802","民生、基礎設施災情","電力停電","民眾通報，受到地震影響，臺南市歸仁區歸仁里13鄰和平二街7號發生跳電，造成電梯暫停運行，5名住戶受困於電梯中。","未指派","災情查報WEB","5","0","0","0","0","否","否"
"042016110000789","2016-11-08T10:47:47.000+08:00","澎湖縣","湖西鄉","澎湖縣湖西鄉林投村22號","點","119.644519,23.562518","路樹災情","路樹倒塌","路樹倒塌行經車輛閃閉不及擦撞，造成車輛毀損。","未指派","災情查報WEB","0","0","0","0","0","否","是"
"042016110000792","2016-11-08T10:47:32.000+08:00","雲林縣","林內鄉","雲林縣林內鄉林中村","點","120.613285277543,23.7521732879071","民生、基礎設施災情","電力停電","雲林縣林內鄉林中村因主要變壓器跳脫,造成32戶停電.","未指派","災情查報WEB","0","0","0","0","0","否","否"
"042016110000796","2016-11-08T10:47:31.000+08:00","雲林縣","斗六市","雲林縣斗六市鎮西國小","點","120.571810060876,23.705099175362","建物毀損","建物輕微受損","斗六市鎮西國小一樓教室天花板鋼架掉落損壞。","已處理","災情查報WEB","0","0","0","0","0","否","否"
"112016110000059","2016-11-08T10:47:00.000+08:00","新北市","石門區","石門區尖鹿里中央路9號","點","121.56599,25.29076","其他災情","其他","新北市石門區石門國小一樓教室天花板鋼架掉落損壞。","處理中","自建系統","0","0","0","0","0","是","否"
"042016110000798","2016-11-08T10:46:48.000+08:00","高雄市","甲仙區","高雄市甲仙區西安里","點","120.616388956851,23.1223758760286","積淹水災情","房屋積淹水","高雄市甲仙區西安里樂群巷民宅積水30公分高，且附近路樹倒塌，一名民眾受傷。","未指派","災情查報WEB","1","0","0","0","0","否","否"
"042016110000782","2016-11-08T10:46:35.000+08:00","彰化縣","埔鹽鄉","彰化縣埔鹽鄉大有村5鄰員鹿路122之16號","點","120.45023918151855,24.016361823963027","土石災情","土石崩落","彰化縣道(32K)現場土石崩塌,道路遭阻斷,無法通行","未指派","災情查報WEB","0","0","0","0","0","否","否"
"042016110000784","2016-11-08T10:46:29.000+08:00","屏東縣","恆春鎮","屏東縣恆春鎮","點","120.778903174901,21.9791743227408","道路、隧道災情","路基流失","民眾通報恆春鎮恆南路因地下箱涵破裂引起路基下陷，造成2戶民宅毀損及電線杆倒塌，導致附近地區暫時斷電。","未指派","災情查報WEB","0","0","0","0","0","是","否"
"042016110000779","2016-11-08T10:46:10.000+08:00","高雄市","六龜區","高雄市六龜區文武里","點","120.638279,22.989633","路樹災情","路樹傾斜","路樹倒塌，請派人清理","未指派","災情查報WEB","1","0","0","0","0","否","否"
"112016110000065","2016-11-08T10:46:09.000+08:00","臺北市","北投區","台北市北投區中正街10號至48號，路面積淹水，水深及膝，並淹進房屋內1樓及地下室。","點","121.5012,25.13188","積淹水災情","房屋積淹水","台北市北投區中正街10號至48號，路面積淹水，水深及膝並淹進房屋內1樓及地下室。","處理中","自建系統","0","0","5","0","0","是","否"
